name,row,ciclo,clave_plantel,cve_programa,modalidad,titulados_h,titulados_m,titulados_nb,titulados_t,ti_discapacidad_h,ti_discapacidad_m,ti_discapacidad_nb,ti_discapacidad_t,ti_habla_indigena_h,ti_habla_indigena_m,ti_habla_indigena_nb,ti_habla_indigena_t
455 2023-2024 14USU0008T 5061100001,455,2023-2024,14USU0008T,5061100001,Escolarizada,13,3,,16,,,,0,,,,1
456 2023-2024 14USU0008T 5071200009,456,2023-2024,14USU0008T,5071200009,Escolarizada,11,7,,18,,,,0,,,,0
457 2023-2024 14USU0008T 5073100009,457,2023-2024,14USU0008T,5073100009,Escolarizada,0,0,,0,,,,0,,,,0
458 2023-2024 14USU0008T 5091100011,458,2023-2024,14USU0008T,5091100011,Escolarizada,101,151,,252,,,,0,,,,0
459 2023-2024 14USU0008T 5094200006,459,2023-2024,14USU0008T,5094200006,Escolarizada,3,44,,47,,,,0,,,,0
460 2023-2024 14USU0008T 5095600005,460,2023-2024,14USU0008T,5095600005,Escolarizada,13,34,,47,,,,0,,,,0
461 2023-2024 14USU0009S 5033100003,461,2023-2024,14USU0009S,5033100003,Escolarizada,2,3,,5,,,,0,,,,0
462 2023-2024 14USU0009S 5042000002,462,2023-2024,14USU0009S,5042000002,Escolarizada,1,4,,5,,,,0,,,,0
463 2023-2024 14USU0009S 5101600013,463,2023-2024,14USU0009S,5101600013,Escolarizada,1,1,,2,,,,0,,,,0
464 2023-2024 14USU0010H 5012603011,464,2023-2024,14USU0010H,5012603011,Escolarizada,5,9,,14,,,,0,,,,0
465 2023-2024 14USU0010H 5012603027,465,2023-2024,14USU0010H,5012603027,Escolarizada,18,36,,54,,,,0,,,,0
466 2023-2024 14USU0010H 5021500119,466,2023-2024,14USU0010H,5021500119,Escolarizada,0,0,,0,,,,0,,,,0
467 2023-2024 14USU0010H 5022300022,467,2023-2024,14USU0010H,5022300022,Escolarizada,15,42,,57,,,,0,,,,0
468 2023-2024 14USU0010H 5022500008,468,2023-2024,14USU0010H,5022500008,Escolarizada,27,13,,40,,,,0,,,,0
469 2023-2024 14USU0010H 5022600002,469,2023-2024,14USU0010H,5022600002,Escolarizada,9,6,,15,,,,0,,,,0
470 2023-2024 14USU0010H 5031200004,470,2023-2024,14USU0010H,5031200004,Escolarizada,11,19,,30,,,,0,,,,0
471 2023-2024 14USU0010H 5031200031,471,2023-2024,14USU0010H,5031200031,Escolarizada,9,20,,29,,,,0,,,,0
472 2023-2024 14USU0010H 5031300010,472,2023-2024,14USU0010H,5031300010,Escolarizada,33,18,,51,,,,0,,,,0
473 2023-2024 14USU0010H 5031300014,473,2023-2024,14USU0010H,5031300014,Escolarizada,27,54,,81,,,,0,,,,0
474 2023-2024 14USU0010H 5031500010,474,2023-2024,14USU0010H,5031500010,Escolarizada,17,259,,276,,,,0,,,,0
475 2023-2024 14USU0010H 5032100027,475,2023-2024,14USU0010H,5032100027,Escolarizada,6,16,,22,,,,0,,,,0
476 2023-2024 14USU0010H 5033100003,476,2023-2024,14USU0010H,5033100003,Escolarizada,323,345,,668,,,,0,,,,1
477 2023-2024 14USU0010H 5033200006,477,2023-2024,14USU0010H,5033200006,Escolarizada,0,0,,0,,,,0,,,,0
478 2023-2024 14USU0010H 5052300015,478,2023-2024,14USU0010H,5052300015,Escolarizada,11,22,,33,,,,0,,,,0
479 2023-2024 14USU0011G 5031300044,479,2023-2024,14USU0011G,5031300044,Escolarizada,0,0,,0,,,,0,,,,0
480 2023-2024 14USU0011G 5041100056,480,2023-2024,14USU0011G,5041100056,Escolarizada,0,0,,0,,,,0,,,,0
481 2023-2024 14USU0011G 5042000002,481,2023-2024,14USU0011G,5042000002,Escolarizada,0,0,,0,,,,0,,,,0
482 2023-2024 14USU0011G 5042100092,482,2023-2024,14USU0011G,5042100092,Escolarizada,0,0,,0,,,,0,,,,0
483 2023-2024 14USU0011G 5051200024,483,2023-2024,14USU0011G,5051200024,Escolarizada,0,0,,0,,,,0,,,,0
484 2023-2024 14USU0011G 5071000020,484,2023-2024,14USU0011G,5071000020,Escolarizada,0,0,,0,,,,0,,,,0
485 2023-2024 14USU0011G 5071100005,485,2023-2024,14USU0011G,5071100005,Escolarizada,0,0,,0,,,,0,,,,0
486 2023-2024 14USU0011G 5071300014,486,2023-2024,14USU0011G,5071300014,Escolarizada,0,0,,0,,,,0,,,,0
487 2023-2024 14USU0011G 5071300014,487,2023-2024,14USU0011G,5071300014,Escolarizada,0,0,,0,,,,0,,,,0
488 2023-2024 14USU0011G 5073200005,488,2023-2024,14USU0011G,5073200005,Escolarizada,0,0,,0,,,,0,,,,0
489 2023-2024 14USU0011G 5073200005,489,2023-2024,14USU0011G,5073200005,Escolarizada,0,0,,0,,,,0,,,,0
490 2023-2024 14USU0011G 5091100011,490,2023-2024,14USU0011G,5091100011,Escolarizada,0,0,,0,,,,0,,,,0
491 2023-2024 14USU0011G 5092100006,491,2023-2024,14USU0011G,5092100006,Escolarizada,0,0,,0,,,,0,,,,0
492 2023-2024 14USU0011G 5094100009,492,2023-2024,14USU0011G,5094100009,Escolarizada,0,0,,0,,,,0,,,,0
493 2023-2024 14USU0011G 5094100009,493,2023-2024,14USU0011G,5094100009,Escolarizada,0,0,,0,,,,0,,,,0
494 2023-2024 14USU0011G 5094200006,494,2023-2024,14USU0011G,5094200006,Escolarizada,0,0,,0,,,,0,,,,0
495 2023-2024 14USU0011G 5071300147,495,2023-2024,14USU0011G,5071300147,Dual,0,0,,0,,,,0,,,,0
496 2023-2024 14USU0011G 5051200024,496,2023-2024,14USU0011G,5051200024,Dual,0,0,,0,,,,0,,,,0
497 2023-2024 14USU0011G 5071100005,497,2023-2024,14USU0011G,5071100005,Dual,0,0,,0,,,,0,,,,0
498 2023-2024 14USU0110G 4061300006,498,2023-2024,14USU0110G,4061300006,Escolarizada,0,0,,0,,,,0,,,,0
499 2023-2024 14USU0110G 4071300015,499,2023-2024,14USU0110G,4071300015,Escolarizada,0,0,,0,,,,0,,,,0
500 2023-2024 14USU0110G 4071300020,500,2023-2024,14USU0110G,4071300020,Escolarizada,0,0,,0,,,,0,,,,0
501 2023-2024 14USU0110G 5052100005,501,2023-2024,14USU0110G,5052100005,Escolarizada,19,8,,27,,,,0,,,,0
502 2023-2024 14USU0110G 5052200007,502,2023-2024,14USU0110G,5052200007,Escolarizada,18,21,,39,,,,0,,,,0
503 2023-2024 14USU0110G 5052200017,503,2023-2024,14USU0110G,5052200017,Escolarizada,2,0,,2,,,,0,,,,0
504 2023-2024 14USU0110G 5053100004,504,2023-2024,14USU0110G,5053100004,Escolarizada,11,8,,19,,,,0,,,,0
505 2023-2024 14USU0110G 5061000002,505,2023-2024,14USU0110G,5061000002,Escolarizada,115,20,,135,,,,0,,,,0
506 2023-2024 14USU0110G 5062100009,506,2023-2024,14USU0110G,5062100009,Escolarizada,101,14,,115,,,,0,,,,0
507 2023-2024 14USU0110G 5062200055,507,2023-2024,14USU0110G,5062200055,Escolarizada,68,16,,84,,,,0,,,,0
508 2023-2024 14USU0110G 5071000020,508,2023-2024,14USU0110G,5071000020,Escolarizada,49,57,,106,,,,0,,,,1
509 2023-2024 14USU0110G 5071200034,509,2023-2024,14USU0110G,5071200034,Escolarizada,3,4,,7,,,,0,,,,0
510 2023-2024 14USU0110G 5071300009,510,2023-2024,14USU0110G,5071300009,Escolarizada,159,10,,169,,,,0,,,,0
511 2023-2024 14USU0110G 5071300082,511,2023-2024,14USU0110G,5071300082,Escolarizada,16,5,,21,,,,0,,,,0
512 2023-2024 14USU0110G 5071400015,512,2023-2024,14USU0110G,5071400015,Escolarizada,92,56,,148,,,,0,,,,0
513 2023-2024 14USU0110G 5071700019,513,2023-2024,14USU0110G,5071700019,Escolarizada,137,75,,212,,,,0,,,,0
514 2023-2024 14USU0110G 5072100033,514,2023-2024,14USU0110G,5072100033,Escolarizada,16,48,,64,,,,0,,,,0
515 2023-2024 14USU0110G 5073200005,515,2023-2024,14USU0110G,5073200005,Escolarizada,126,22,,148,,,,0,,,,1
516 2023-2024 14USU0110G 5073200035,516,2023-2024,14USU0110G,5073200035,Escolarizada,13,1,,14,,,,0,,,,0
517 2023-2024 14USU0110G 5095400006,517,2023-2024,14USU0110G,5095400006,Escolarizada,60,150,,210,,,,0,,,,1
518 2023-2024 14USU0110G 5102100004,518,2023-2024,14USU0110G,5102100004,Escolarizada,1,1,,2,,,,0,,,,0
519 2023-2024 14USU0120N 4062100004,519,2023-2024,14USU0120N,4062100004,Escolarizada,1,0,,1,,,,0,,,,0
520 2023-2024 14USU0120N 4062200010,520,2023-2024,14USU0120N,4062200010,Escolarizada,0,0,,0,,,,0,,,,0
521 2023-2024 14USU0120N 5031400003,521,2023-2024,14USU0120N,5031400003,Escolarizada,17,11,,28,,,,0,,,,0
522 2023-2024 14USU0120N 5032100065,522,2023-2024,14USU0120N,5032100065,Escolarizada,0,7,,7,,,,0,,,,0
523 2023-2024 14USU0120N 5041100009,523,2023-2024,14USU0120N,5041100009,Escolarizada,0,0,,0,,,,0,,,,0
524 2023-2024 14USU0120N 5041100056,524,2023-2024,14USU0120N,5041100056,Escolarizada,99,194,,293,,,,1,,,,1
525 2023-2024 14USU0120N 5041100127,525,2023-2024,14USU0120N,5041100127,Escolarizada,4,9,,13,,,,0,,,,0
526 2023-2024 14USU0120N 5041200028,526,2023-2024,14USU0120N,5041200028,Escolarizada,77,141,,218,,,,0,,,,1
527 2023-2024 14USU0120N 5041300007,527,2023-2024,14USU0120N,5041300007,Escolarizada,98,83,,181,,,,0,,,,0
528 2023-2024 14USU0120N 5041400032,528,2023-2024,14USU0120N,5041400032,Escolarizada,234,275,,509,,,,0,,,,1
529 2023-2024 14USU0120N 5042000002,529,2023-2024,14USU0120N,5042000002,Escolarizada,133,184,,317,,,,0,,,,1
530 2023-2024 14USU0120N 5042100117,530,2023-2024,14USU0120N,5042100117,Escolarizada,17,75,,92,,,,0,,,,0
531 2023-2024 14USU0120N 5042300027,531,2023-2024,14USU0120N,5042300027,Escolarizada,26,24,,50,,,,0,,,,1
532 2023-2024 14USU0120N 5051300020,532,2023-2024,14USU0120N,5051300020,Escolarizada,11,23,,34,,,,0,,,,0
533 2023-2024 14USU0120N 5062200082,533,2023-2024,14USU0120N,5062200082,Escolarizada,40,13,,53,,,,0,,,,0
534 2023-2024 14USU0120N 5101600013,534,2023-2024,14USU0120N,5101600013,Escolarizada,32,98,,130,,,,0,,,,0
535 2023-2024 14USU0130U 5041100021,535,2023-2024,14USU0130U,5041100021,Escolarizada,6,5,,11,,,,0,,,,0
536 2023-2024 14USU0130U 5051100003,536,2023-2024,14USU0130U,5051100003,Escolarizada,76,64,,140,,,,0,,,,2
537 2023-2024 14USU0130U 5072100018,537,2023-2024,14USU0130U,5072100018,Escolarizada,1,20,,21,,,,0,,,,0
538 2023-2024 14USU0130U 5081300016,538,2023-2024,14USU0130U,5081300016,Escolarizada,86,27,,113,,,,0,,,,1
539 2023-2024 14USU0130U 5082100001,539,2023-2024,14USU0130U,5082100001,Escolarizada,95,185,,280,,,,1,,,,0
540 2023-2024 14USU0140A 5021000110,540,2023-2024,14USU0140A,5021000110,Escolarizada,0,0,,0,,,,0,,,,0
541 2023-2024 14USU0140A 5021500044,541,2023-2024,14USU0140A,5021500044,Escolarizada,36,76,,112,,,,0,,,,1
542 2023-2024 14USU0140A 5021600017,542,2023-2024,14USU0140A,5021600017,Escolarizada,2,24,,26,,,,0,,,,0
543 2023-2024 14USU0140A 5021600024,543,2023-2024,14USU0140A,5021600024,Escolarizada,2,24,,26,,,,0,,,,0
544 2023-2024 14USU0140A 5071100019,544,2023-2024,14USU0140A,5071100019,Escolarizada,27,54,,81,,,,0,,,,0
545 2023-2024 14USU0140A 5073100009,545,2023-2024,14USU0140A,5073100009,Escolarizada,127,89,,216,,,,1,,,,0
546 2023-2024 14USU0140A 5073100024,546,2023-2024,14USU0140A,5073100024,Escolarizada,10,9,,19,,,,0,,,,0
547 2023-2024 14USU0150H 4062100001,547,2023-2024,14USU0150H,4062100001,Escolarizada,0,0,,0,,,,0,,,,0
548 2023-2024 14USU0150H 5031100007,548,2023-2024,14USU0150H,5031100007,Escolarizada,5,15,,20,,,,0,,,,0
549 2023-2024 14USU0150H 5033100003,549,2023-2024,14USU0150H,5033100003,Escolarizada,9,10,,19,,,,0,,,,0
550 2023-2024 14USU0150H 5041400032,550,2023-2024,14USU0150H,5041400032,Escolarizada,13,5,,18,,,,0,,,,0
551 2023-2024 14USU0150H 5042000002,551,2023-2024,14USU0150H,5042000002,Escolarizada,1,5,,6,,,,0,,,,0
552 2023-2024 14USU0150H 5042100117,552,2023-2024,14USU0150H,5042100117,Escolarizada,3,17,,20,,,,0,,,,0
553 2023-2024 14USU0160O 5011500002,553,2023-2024,14USU0160O,5011500002,Escolarizada,0,0,,0,,,,0,,,,0
554 2023-2024 14USU0160O 5031100007,554,2023-2024,14USU0160O,5031100007,Escolarizada,8,56,,64,,,,0,,,,0
555 2023-2024 14USU0160O 5032100038,555,2023-2024,14USU0160O,5032100038,Escolarizada,3,12,,15,,,,0,,,,0
556 2023-2024 14USU0160O 5033100003,556,2023-2024,14USU0160O,5033100003,Escolarizada,67,58,,125,,,,0,,,,0
557 2023-2024 14USU0160O 5041100056,557,2023-2024,14USU0160O,5041100056,Escolarizada,18,33,,51,,,,0,,,,0
558 2023-2024 14USU0160O 5041200028,558,2023-2024,14USU0160O,5041200028,Escolarizada,11,15,,26,,,,0,,,,0
559 2023-2024 14USU0160O 5041400032,559,2023-2024,14USU0160O,5041400032,Escolarizada,18,43,,61,,,,0,,,,0
560 2023-2024 14USU0160O 5042000002,560,2023-2024,14USU0160O,5042000002,Escolarizada,14,29,,43,,,,0,,,,0
561 2023-2024 14USU0160O 5042100117,561,2023-2024,14USU0160O,5042100117,Escolarizada,4,27,,31,,,,0,,,,0
562 2023-2024 14USU0160O 5061000002,562,2023-2024,14USU0160O,5061000002,Escolarizada,6,5,,11,,,,0,,,,0
563 2023-2024 14USU0160O 5062200055,563,2023-2024,14USU0160O,5062200055,Escolarizada,7,3,,10,,,,0,,,,0
564 2023-2024 14USU0160O 5071300014,564,2023-2024,14USU0160O,5071300014,Escolarizada,0,0,,0,,,,0,,,,0
565 2023-2024 14USU0160O 5071400015,565,2023-2024,14USU0160O,5071400015,Escolarizada,15,11,,26,,,,0,,,,0
566 2023-2024 14USU0160O 5071700019,566,2023-2024,14USU0160O,5071700019,Escolarizada,25,5,,30,,,,0,,,,0
567 2023-2024 14USU0160O 5091100011,567,2023-2024,14USU0160O,5091100011,Escolarizada,0,0,,0,,,,0,,,,0
568 2023-2024 14USU0160O 5095400006,568,2023-2024,14USU0160O,5095400006,Escolarizada,32,43,,75,,,,0,,,,0
569 2023-2024 14USU0170V 5033100003,569,2023-2024,14USU0170V,5033100003,Escolarizada,10,7,,17,,,,0,,,,0
570 2023-2024 14USU0170V 5041100021,570,2023-2024,14USU0170V,5041100021,Escolarizada,5,4,,9,,,,0,,,,0
571 2023-2024 14USU0170V 5041400032,571,2023-2024,14USU0170V,5041400032,Escolarizada,0,1,,1,,,,0,,,,0
572 2023-2024 14USU0170V 5042000002,572,2023-2024,14USU0170V,5042000002,Escolarizada,3,7,,10,,,,0,,,,0
573 2023-2024 14USU0170V 5081100010,573,2023-2024,14USU0170V,5081100010,Escolarizada,12,4,,16,,,,0,,,,0
574 2023-2024 14USU0170V 5092100006,574,2023-2024,14USU0170V,5092100006,Escolarizada,3,10,,13,,,,0,,,,0
575 2023-2024 14USU0190I 4021500005,575,2023-2024,14USU0190I,4021500005,Escolarizada,0,0,,0,,,,0,,,,0
576 2023-2024 14USU0190I 5021000114,576,2023-2024,14USU0190I,5021000114,Escolarizada,1,5,,6,,,,0,,,,0
577 2023-2024 14USU0190I 5021500002,577,2023-2024,14USU0190I,5021500002,Escolarizada,8,7,,15,,,,0,,,,0
578 2023-2024 14USU0190I 5021500044,578,2023-2024,14USU0190I,5021500044,Escolarizada,0,9,,9,,,,0,,,,0
579 2023-2024 14USU0190I 5021700002,579,2023-2024,14USU0190I,5021700002,Escolarizada,1,2,,3,,,,0,,,,0
580 2023-2024 14USU0190I 5031100007,580,2023-2024,14USU0190I,5031100007,Escolarizada,12,37,,49,,,,0,,,,0
581 2023-2024 14USU0190I 5033100003,581,2023-2024,14USU0190I,5033100003,Escolarizada,24,33,,57,,,,0,,,,0
582 2023-2024 14USU0190I 5041400032,582,2023-2024,14USU0190I,5041400032,Escolarizada,32,50,,82,,,,0,,,,0
583 2023-2024 14USU0190I 5042000002,583,2023-2024,14USU0190I,5042000002,Escolarizada,26,44,,70,,,,0,,,,0
584 2023-2024 14USU0190I 5051100003,584,2023-2024,14USU0190I,5051100003,Escolarizada,7,12,,19,,,,0,,,,0
585 2023-2024 14USU0190I 5061000002,585,2023-2024,14USU0190I,5061000002,Escolarizada,10,2,,12,,,,0,,,,0
586 2023-2024 14USU0190I 5062100034,586,2023-2024,14USU0190I,5062100034,Escolarizada,10,2,,12,,,,0,,,,0
587 2023-2024 14USU0190I 5071000047,587,2023-2024,14USU0190I,5071000047,Escolarizada,0,0,,0,,,,0,,,,0
588 2023-2024 14USU0190I 5072100049,588,2023-2024,14USU0190I,5072100049,Escolarizada,3,0,,3,,,,0,,,,0
589 2023-2024 14USU0190I 5073100009,589,2023-2024,14USU0190I,5073100009,Escolarizada,15,6,,21,,,,0,,,,0
590 2023-2024 14USU0190I 5073200005,590,2023-2024,14USU0190I,5073200005,Escolarizada,15,3,,18,,,,0,,,,0
591 2023-2024 14USU0190I 5091100011,591,2023-2024,14USU0190I,5091100011,Escolarizada,29,34,,63,,,,0,,,,0
592 2023-2024 14USU0190I 5092100006,592,2023-2024,14USU0190I,5092100006,Escolarizada,6,35,,41,,,,0,,,,0
593 2023-2024 14USU0190I 5094200006,593,2023-2024,14USU0190I,5094200006,Escolarizada,1,13,,14,,,,0,,,,0
594 2023-2024 14USU0190I 5101100015,594,2023-2024,14USU0190I,5101100015,Escolarizada,8,7,,15,,,,0,,,,0
595 2023-2024 14USU0190I 5101600013,595,2023-2024,14USU0190I,5101600013,Escolarizada,6,9,,15,,,,0,,,,0
596 2023-2024 14USU0200Z 4071500002,596,2023-2024,14USU0200Z,4071500002,Escolarizada,10,0,,10,,,,0,,,,0
597 2023-2024 14USU0200Z 5021000002,597,2023-2024,14USU0200Z,5021000002,Escolarizada,0,0,,0,,,,0,,,,0
598 2023-2024 14USU0200Z 5033100003,598,2023-2024,14USU0200Z,5033100003,Escolarizada,12,31,,43,,,,0,,,,0
599 2023-2024 14USU0200Z 5041100007,599,2023-2024,14USU0200Z,5041100007,Escolarizada,8,19,,27,,,,0,,,,0
600 2023-2024 14USU0200Z 5041300007,600,2023-2024,14USU0200Z,5041300007,Escolarizada,3,2,,5,,,,0,,,,0
601 2023-2024 14USU0200Z 5041400032,601,2023-2024,14USU0200Z,5041400032,Escolarizada,18,55,,73,,,,0,,,,0
602 2023-2024 14USU0200Z 5042000002,602,2023-2024,14USU0200Z,5042000002,Escolarizada,10,26,,36,,,,0,,,,0
603 2023-2024 14USU0200Z 5051300005,603,2023-2024,14USU0200Z,5051300005,Escolarizada,7,6,,13,,,,0,,,,0
604 2023-2024 14USU0200Z 5062100033,604,2023-2024,14USU0200Z,5062100033,Escolarizada,9,2,,11,,,,0,,,,0
605 2023-2024 14USU0200Z 5071300014,605,2023-2024,14USU0200Z,5071300014,Escolarizada,21,1,,22,,,,0,,,,0
606 2023-2024 14USU0200Z 5073200010,606,2023-2024,14USU0200Z,5073200010,Escolarizada,25,0,,25,,,,0,,,,0
607 2023-2024 14USU0200Z 5081300016,607,2023-2024,14USU0200Z,5081300016,Escolarizada,25,13,,38,,,,0,,,,0
608 2023-2024 14USU0200Z 5092100006,608,2023-2024,14USU0200Z,5092100006,Escolarizada,6,22,,28,,,,0,,,,0
609 2023-2024 14USU0200Z 5094200006,609,2023-2024,14USU0200Z,5094200006,Escolarizada,2,12,,14,,,,0,,,,0
610 2023-2024 14USU0200Z 5101600013,610,2023-2024,14USU0200Z,5101600013,Escolarizada,4,10,,14,,,,0,,,,0
611 2023-2024 14USU0210F 4062100001,611,2023-2024,14USU0210F,4062100001,Escolarizada,0,0,,0,,,,0,,,,0
612 2023-2024 14USU0210F 4101600012,612,2023-2024,14USU0210F,4101600012,Escolarizada,0,0,,0,,,,0,,,,0
613 2023-2024 14USU0210F 4103100001,613,2023-2024,14USU0210F,4103100001,Escolarizada,0,0,,0,,,,0,,,,0
614 2023-2024 14USU0210F 5022300022,614,2023-2024,14USU0210F,5022300022,Escolarizada,1,5,,6,,,,0,,,,0
615 2023-2024 14USU0210F 5031100007,615,2023-2024,14USU0210F,5031100007,Escolarizada,13,36,,49,,,,0,,,,0
616 2023-2024 14USU0210F 5031500010,616,2023-2024,14USU0210F,5031500010,Escolarizada,5,28,,33,,,,0,,,,0
617 2023-2024 14USU0210F 5032100038,617,2023-2024,14USU0210F,5032100038,Escolarizada,2,5,,7,,,,0,,,,0
618 2023-2024 14USU0210F 5033100003,618,2023-2024,14USU0210F,5033100003,Escolarizada,26,38,,64,,,,0,,,,0
619 2023-2024 14USU0210F 5041100021,619,2023-2024,14USU0210F,5041100021,Escolarizada,14,7,,21,,,,0,,,,0
620 2023-2024 14USU0210F 5041100056,620,2023-2024,14USU0210F,5041100056,Escolarizada,15,43,,58,,,,0,,,,1
621 2023-2024 14USU0210F 5042200024,621,2023-2024,14USU0210F,5042200024,Escolarizada,4,10,,14,,,,0,,,,0
622 2023-2024 14USU0210F 5051100015,622,2023-2024,14USU0210F,5051100015,Escolarizada,4,9,,13,,,,0,,,,0
623 2023-2024 14USU0210F 5062100034,623,2023-2024,14USU0210F,5062100034,Escolarizada,15,4,,19,,,,0,,,,0
624 2023-2024 14USU0210F 5072400001,624,2023-2024,14USU0210F,5072400001,Escolarizada,0,0,,0,,,,0,,,,0
625 2023-2024 14USU0210F 5081100010,625,2023-2024,14USU0210F,5081100010,Escolarizada,5,9,,14,,,,0,,,,0
626 2023-2024 14USU0210F 5082100001,626,2023-2024,14USU0210F,5082100001,Escolarizada,32,26,,58,,,,0,,,,0
627 2023-2024 14USU0210F 5091100011,627,2023-2024,14USU0210F,5091100011,Escolarizada,81,91,,172,,,,1,,,,0
628 2023-2024 14USU0210F 5092100006,628,2023-2024,14USU0210F,5092100006,Escolarizada,41,192,,233,,,,0,,,,1
629 2023-2024 14USU0210F 5093100002,629,2023-2024,14USU0210F,5093100002,Escolarizada,0,0,,0,,,,0,,,,0
630 2023-2024 14USU0210F 5094200006,630,2023-2024,14USU0210F,5094200006,Escolarizada,8,47,,55,,,,0,,,,0
631 2023-2024 14USU0210F 5101100015,631,2023-2024,14USU0210F,5101100015,Escolarizada,0,0,,0,,,,0,,,,0
632 2023-2024 14USU0210F 5103100017,632,2023-2024,14USU0210F,5103100017,Escolarizada,8,3,,11,,,,0,,,,0
633 2023-2024 14USU0220M 5011500002,633,2023-2024,14USU0220M,5011500002,Escolarizada,0,0,,0,,,,0,,,,0
634 2023-2024 14USU0220M 5031100007,634,2023-2024,14USU0220M,5031100007,Escolarizada,8,42,,50,,,,0,,,,0
635 2023-2024 14USU0220M 5033100003,635,2023-2024,14USU0220M,5033100003,Escolarizada,21,50,,71,,,,0,,,,0
636 2023-2024 14USU0220M 5041100056,636,2023-2024,14USU0220M,5041100056,Escolarizada,26,46,,72,,,,0,,,,0
637 2023-2024 14USU0220M 5041400032,637,2023-2024,14USU0220M,5041400032,Escolarizada,32,42,,74,,,,0,,,,0
638 2023-2024 14USU0220M 5042000002,638,2023-2024,14USU0220M,5042000002,Escolarizada,15,43,,58,,,,0,,,,0
639 2023-2024 14USU0220M 5061000002,639,2023-2024,14USU0220M,5061000002,Escolarizada,15,0,,15,,,,0,,,,0
640 2023-2024 14USU0220M 5062200055,640,2023-2024,14USU0220M,5062200055,Escolarizada,1,0,,1,,,,0,,,,0
641 2023-2024 14USU0220M 5072100002,641,2023-2024,14USU0220M,5072100002,Escolarizada,13,16,,29,,,,0,,,,0
642 2023-2024 14USU0220M 5081100050,642,2023-2024,14USU0220M,5081100050,Escolarizada,19,9,,28,,,,1,,,,0
643 2023-2024 14USU0220M 5082100001,643,2023-2024,14USU0220M,5082100001,Escolarizada,19,13,,32,,,,0,,,,0
644 2023-2024 14USU0220M 5091100011,644,2023-2024,14USU0220M,5091100011,Escolarizada,44,52,,96,,,,0,,,,0
645 2023-2024 14USU0220M 5092100006,645,2023-2024,14USU0220M,5092100006,Escolarizada,8,53,,61,,,,0,,,,0
646 2023-2024 14USU0220M 5093100002,646,2023-2024,14USU0220M,5093100002,Escolarizada,16,38,,54,,,,0,,,,0
647 2023-2024 14USU0220M 5094200006,647,2023-2024,14USU0220M,5094200006,Escolarizada,3,37,,40,,,,0,,,,0
648 2023-2024 14USU0220M 5095400006,648,2023-2024,14USU0220M,5095400006,Escolarizada,0,0,,0,,,,0,,,,0
649 2023-2024 14USU0221L 5022000001,649,2023-2024,14USU0221L,5022000001,Escolarizada,2,5,,7,,,,0,,,,0
650 2023-2024 14USU0221L 5031100007,650,2023-2024,14USU0221L,5031100007,Escolarizada,2,10,,12,,,,0,,,,0
651 2023-2024 14USU0221L 5033100003,651,2023-2024,14USU0221L,5033100003,Escolarizada,13,28,,41,,,,0,,,,0
652 2023-2024 14USU0221L 5041400032,652,2023-2024,14USU0221L,5041400032,Escolarizada,0,0,,0,,,,0,,,,0
653 2023-2024 14USU0221L 5042000002,653,2023-2024,14USU0221L,5042000002,Escolarizada,3,11,,14,,,,0,,,,0
654 2023-2024 14USU0221L 5042400005,654,2023-2024,14USU0221L,5042400005,Escolarizada,8,16,,24,,,,0,,,,0
655 2023-2024 14USU0221L 5062100009,655,2023-2024,14USU0221L,5062100009,Escolarizada,1,0,,1,,,,0,,,,0
656 2023-2024 14USU0221L 5062200073,656,2023-2024,14USU0221L,5062200073,Escolarizada,3,3,,6,,,,0,,,,0
657 2023-2024 14USU0221L 5062200082,657,2023-2024,14USU0221L,5062200082,Escolarizada,0,0,,0,,,,0,,,,0
658 2023-2024 14USU0221L 5071300009,658,2023-2024,14USU0221L,5071300009,Escolarizada,3,2,,5,,,,0,,,,0
659 2023-2024 14USU0221L 5071300014,659,2023-2024,14USU0221L,5071300014,Escolarizada,34,3,,37,,,,0,,,,0
660 2023-2024 14USU0221L 5071400008,660,2023-2024,14USU0221L,5071400008,Escolarizada,15,25,,40,,,,0,,,,0
661 2023-2024 14USU0221L 5071700019,661,2023-2024,14USU0221L,5071700019,Escolarizada,0,3,,3,,,,0,,,,0
662 2023-2024 14USU0222K 4101600010,662,2023-2024,14USU0222K,4101600010,Escolarizada,0,0,,0,,,,0,,,,0
663 2023-2024 14USU0222K 5022200040,663,2023-2024,14USU0222K,5022200040,Escolarizada,0,0,,0,,,,0,,,,0
664 2023-2024 14USU0222K 5031100007,664,2023-2024,14USU0222K,5031100007,Escolarizada,4,11,,15,,,,0,,,,0
665 2023-2024 14USU0222K 5032100038,665,2023-2024,14USU0222K,5032100038,Escolarizada,1,1,,2,,,,0,,,,0
666 2023-2024 14USU0222K 5033100003,666,2023-2024,14USU0222K,5033100003,Escolarizada,11,15,,26,,,,0,,,,0
667 2023-2024 14USU0222K 5041400032,667,2023-2024,14USU0222K,5041400032,Escolarizada,0,0,,0,,,,0,,,,0
668 2023-2024 14USU0222K 5042000002,668,2023-2024,14USU0222K,5042000002,Escolarizada,12,19,,31,,,,0,,,,0
669 2023-2024 14USU0222K 5062200082,669,2023-2024,14USU0222K,5062200082,Escolarizada,3,3,,6,,,,1,,,,0
670 2023-2024 14USU0222K 5071000047,670,2023-2024,14USU0222K,5071000047,Escolarizada,0,0,,0,,,,0,,,,0
